fault_id,fault_type,table,record_id,detail
FAULT-02334,balance_corruption,trans,349725,balance 20584.6 -> 164730.4
FAULT-02335,balance_corruption,trans,686112,balance 26175.6 -> 392592.3
FAULT-02336,balance_corruption,trans,1466841,balance swapped with trans_id 980686
FAULT-02337,balance_corruption,trans,980686,balance swapped with trans_id 1466841
FAULT-02338,balance_corruption,trans,159234,balance 12878.3 -> -103030.0
FAULT-02339,balance_corruption,trans,271811,balance 30766.5 -> 246104.6
FAULT-02340,balance_corruption,trans,453723,balance 20489.4 -> -163871.6
FAULT-02341,balance_corruption,trans,943885,balance swapped with trans_id 593914
FAULT-02342,balance_corruption,trans,593914,balance swapped with trans_id 943885
FAULT-02343,balance_corruption,trans,62774,balance 61130.6 -> -61029.9
FAULT-02344,balance_corruption,trans,680133,balance swapped with trans_id 3451530
FAULT-02345,balance_corruption,trans,3451530,balance swapped with trans_id 680133
FAULT-02346,balance_corruption,trans,3624200,balance 73958.4 -> -73957.7
FAULT-02347,balance_corruption,trans,394687,balance 87446.3 -> 699525.3
FAULT-02348,balance_corruption,trans,291101,balance swapped with trans_id 1071222
FAULT-02349,balance_corruption,trans,1071222,balance swapped with trans_id 291101
FAULT-02350,balance_corruption,trans,932526,balance swapped with trans_id 868959
FAULT-02351,balance_corruption,trans,868959,balance swapped with trans_id 932526
FAULT-02352,balance_corruption,trans,656380,balance 33173.5 -> -265381.6
FAULT-02353,balance_corruption,trans,842540,balance 69362.2 -> -554886.3
FAULT-02354,balance_corruption,trans,675557,balance 19814.4 -> -158568.1
FAULT-02355,balance_corruption,trans,2976613,balance swapped with trans_id 818958
FAULT-02356,balance_corruption,trans,818958,balance swapped with trans_id 2976613
FAULT-02357,balance_corruption,trans,858304,balance swapped with trans_id 286559
FAULT-02358,balance_corruption,trans,286559,balance swapped with trans_id 858304
FAULT-02359,balance_corruption,trans,469090,balance 13501.6 -> -108081.4
FAULT-02360,balance_corruption,trans,3540461,balance swapped with trans_id 2383046
FAULT-02361,balance_corruption,trans,2383046,balance swapped with trans_id 3540461
FAULT-02362,balance_corruption,trans,205268,balance 42949.5 -> 343634.2
FAULT-02363,balance_corruption,trans,633549,balance swapped with trans_id 125761
FAULT-02364,balance_corruption,trans,125761,balance swapped with trans_id 633549
FAULT-02365,balance_corruption,trans,2712377,balance 34404.6 -> 516015.1
FAULT-02366,balance_corruption,trans,949002,balance 39451.3 -> 315626.3
FAULT-02367,balance_corruption,trans,3594780,balance 41541.8 -> 332395.3
FAULT-02368,balance_corruption,trans,44411,balance 19213.2 -> -19210.9
FAULT-02369,balance_corruption,trans,609707,balance 16301.9 -> 130435.5
FAULT-02370,balance_corruption,trans,1027078,balance 50182.8 -> -401470.4
FAULT-02371,balance_corruption,trans,3446555,balance swapped with trans_id 996586
FAULT-02372,balance_corruption,trans,996586,balance swapped with trans_id 3446555
FAULT-02373,balance_corruption,trans,140009,balance swapped with trans_id 2442743
FAULT-02374,balance_corruption,trans,2442743,balance swapped with trans_id 140009
FAULT-02375,balance_corruption,trans,921864,balance swapped with trans_id 230104
FAULT-02376,balance_corruption,trans,230104,balance swapped with trans_id 921864
FAULT-02377,balance_corruption,trans,180986,balance 29624.8 -> -237027.6
FAULT-02378,balance_corruption,trans,1027747,balance 84198.6 -> 1262967.8
FAULT-02379,balance_corruption,trans,213857,balance swapped with trans_id 3642643
FAULT-02380,balance_corruption,trans,3642643,balance swapped with trans_id 213857
FAULT-02381,balance_corruption,trans,1097663,balance 58952.3 -> -471538.6
FAULT-02382,balance_corruption,trans,3620652,balance 15805.3 -> -126427.8
FAULT-02383,balance_corruption,trans,3528675,balance 47657.2 -> 714884.1
FAULT-02384,balance_corruption,trans,868479,balance 16970.9 -> 135749.1
FAULT-02385,balance_corruption,trans,320041,balance swapped with trans_id 3476353
FAULT-02386,balance_corruption,trans,3476353,balance swapped with trans_id 320041
FAULT-02387,balance_corruption,trans,839951,balance 86695.3 -> -86648.6
FAULT-02388,balance_corruption,trans,962545,balance 34843.6 -> -278854.1
FAULT-02389,balance_corruption,trans,1190911,balance 47494.1 -> 712415.6
FAULT-02390,balance_corruption,trans,66842,balance swapped with trans_id 1029749
FAULT-02391,balance_corruption,trans,1029749,balance swapped with trans_id 66842
FAULT-02392,balance_corruption,trans,820425,balance swapped with trans_id 3461714
FAULT-02393,balance_corruption,trans,3461714,balance swapped with trans_id 820425
FAULT-02394,balance_corruption,trans,729420,balance 94271.3 -> -754174.1
FAULT-02395,balance_corruption,trans,1099560,balance swapped with trans_id 868403
FAULT-02396,balance_corruption,trans,868403,balance swapped with trans_id 1099560
FAULT-02397,balance_corruption,trans,793989,balance swapped with trans_id 3571439
FAULT-02398,balance_corruption,trans,3571439,balance swapped with trans_id 793989
FAULT-02399,balance_corruption,trans,281067,balance 33611.8 -> 504163.5
FAULT-02400,balance_corruption,trans,569518,balance 61344.3 -> 920091.1
FAULT-02401,balance_corruption,trans,878726,balance swapped with trans_id 1150163
FAULT-02402,balance_corruption,trans,1150163,balance swapped with trans_id 878726
FAULT-02403,balance_corruption,trans,632655,balance 67035.1 -> -67051.2
FAULT-02404,balance_corruption,trans,511626,balance 61166.6 -> -489311.2
FAULT-02405,balance_corruption,trans,728637,balance 31245.8 -> 249933.2
FAULT-02406,balance_corruption,trans,372239,balance 41606.8 -> 332816.2
FAULT-02407,balance_corruption,trans,2789064,balance swapped with trans_id 3669504
FAULT-02408,balance_corruption,trans,3669504,balance swapped with trans_id 2789064
FAULT-02409,balance_corruption,trans,3603559,balance 100251.4 -> -802096.6
FAULT-02410,balance_corruption,trans,2078197,balance 40056.1 -> 320507.3
FAULT-02411,balance_corruption,trans,3585181,balance swapped with trans_id 355188
FAULT-02412,balance_corruption,trans,355188,balance swapped with trans_id 3585181
FAULT-02413,balance_corruption,trans,92927,balance 33856.9 -> -33912.0
FAULT-02414,balance_corruption,trans,343534,balance swapped with trans_id 3454654
FAULT-02415,balance_corruption,trans,3454654,balance swapped with trans_id 343534
FAULT-02416,balance_corruption,trans,397931,balance swapped with trans_id 1145200
FAULT-02417,balance_corruption,trans,1145200,balance swapped with trans_id 397931
FAULT-02418,balance_corruption,trans,3555449,balance 50306.1 -> 754500.5
FAULT-02419,balance_corruption,trans,3550241,balance 17223.4 -> -17278.9
FAULT-02420,balance_corruption,trans,1365509,balance 18512.7 -> 277817.1
FAULT-02421,balance_corruption,trans,3488138,balance 26248.9 -> 393827.5
FAULT-02422,balance_corruption,trans,627167,balance 42281.6 -> -338251.5
FAULT-02423,balance_corruption,trans,1032245,balance 18093.0 -> 144775.2
FAULT-02424,balance_corruption,trans,538175,balance swapped with trans_id 810328
FAULT-02425,balance_corruption,trans,810328,balance swapped with trans_id 538175
FAULT-02426,balance_corruption,trans,3591332,balance 72378.2 -> 579046.3
FAULT-02427,balance_corruption,trans,853982,balance 23585.8 -> -23543.2
FAULT-02428,balance_corruption,trans,2989164,balance 25127.0 -> -25163.7
FAULT-02429,balance_corruption,trans,207419,balance 39176.8 -> -39113.9
FAULT-02430,balance_corruption,trans,825079,balance 58098.3 -> -464823.7
FAULT-02431,balance_corruption,trans,912006,balance swapped with trans_id 143084
FAULT-02432,balance_corruption,trans,143084,balance swapped with trans_id 912006
FAULT-02433,balance_corruption,trans,1002363,balance 92567.8 -> -740592.8
FAULT-02434,balance_corruption,trans,651333,balance 42444.6 -> 339512.1
FAULT-02435,balance_corruption,trans,98190,balance 22661.7 -> -22631.8
FAULT-02436,balance_corruption,trans,3564244,balance 10921.4 -> 163865.7
FAULT-02437,balance_corruption,trans,750443,balance swapped with trans_id 1105182
FAULT-02438,balance_corruption,trans,1105182,balance swapped with trans_id 750443
FAULT-02439,balance_corruption,trans,578789,balance 53545.8 -> 428367.1
FAULT-02440,balance_corruption,trans,1110261,balance 68467.7 -> -68431.5
FAULT-02441,balance_corruption,trans,598267,balance 38846.0 -> 582685.8
FAULT-02442,balance_corruption,trans,706170,balance swapped with trans_id 887455
FAULT-02443,balance_corruption,trans,887455,balance swapped with trans_id 706170
FAULT-02444,balance_corruption,trans,794776,balance 38976.1 -> -38966.9
FAULT-02445,balance_corruption,trans,546946,balance swapped with trans_id 3564207
FAULT-02446,balance_corruption,trans,3564207,balance swapped with trans_id 546946
FAULT-02447,balance_corruption,trans,3551889,balance swapped with trans_id 3497787
FAULT-02448,balance_corruption,trans,3497787,balance swapped with trans_id 3551889
FAULT-02449,balance_corruption,trans,721817,balance 58545.4 -> 878205.5
FAULT-02450,balance_corruption,trans,762733,balance swapped with trans_id 656199
FAULT-02451,balance_corruption,trans,656199,balance swapped with trans_id 762733
FAULT-02452,balance_corruption,trans,688971,balance 68778.5 -> -550239.7
FAULT-02453,balance_corruption,trans,153485,balance swapped with trans_id 3614159
FAULT-02454,balance_corruption,trans,3614159,balance swapped with trans_id 153485
FAULT-02455,balance_corruption,trans,655283,balance 38707.7 -> -38748.1
FAULT-02456,balance_corruption,trans,1159183,balance 42997.4 -> -343948.2
FAULT-02457,balance_corruption,trans,800257,balance swapped with trans_id 1234564
FAULT-02458,balance_corruption,trans,1234564,balance swapped with trans_id 800257
FAULT-02459,balance_corruption,trans,3666249,balance swapped with trans_id 892280
FAULT-02460,balance_corruption,trans,892280,balance swapped with trans_id 3666249
FAULT-02461,balance_corruption,trans,627166,balance 46532.5 -> 697989.1
FAULT-02462,balance_corruption,trans,191956,balance swapped with trans_id 2521990
FAULT-02463,balance_corruption,trans,2521990,balance swapped with trans_id 191956
FAULT-02464,balance_corruption,trans,435162,balance 55552.0 -> -55550.2
FAULT-02465,balance_corruption,trans,401351,balance 22186.1 -> -177498.2
FAULT-02466,balance_corruption,trans,860835,balance 41317.4 -> -41240.3
FAULT-02467,balance_corruption,trans,1684057,balance swapped with trans_id 110805
FAULT-02468,balance_corruption,trans,110805,balance swapped with trans_id 1684057
FAULT-02469,balance_corruption,trans,1270055,balance 54398.8 -> -54315.7
FAULT-02470,balance_corruption,trans,3624234,balance 57417.2 -> 861275.5
FAULT-02471,balance_corruption,trans,1247968,balance 29163.8 -> -29202.0
FAULT-02472,balance_corruption,trans,1393069,balance 87965.5 -> -88051.8
FAULT-02473,balance_corruption,trans,998952,balance 37820.7 -> -37762.3
FAULT-02474,balance_corruption,trans,875267,balance 73277.0 -> -586196.5
FAULT-02475,balance_corruption,trans,1910569,balance swapped with trans_id 705117
FAULT-02476,balance_corruption,trans,705117,balance swapped with trans_id 1910569
FAULT-02477,balance_corruption,trans,201468,balance 94512.2 -> 1417747.7
FAULT-02478,balance_corruption,trans,555062,balance 37359.3 -> -37359.2
FAULT-02479,balance_corruption,trans,372323,balance swapped with trans_id 3590157
FAULT-02480,balance_corruption,trans,3590157,balance swapped with trans_id 372323
FAULT-02481,balance_corruption,trans,285279,balance 38701.8 -> 309546.9
FAULT-02482,balance_corruption,trans,2735946,balance swapped with trans_id 207481
FAULT-02483,balance_corruption,trans,207481,balance swapped with trans_id 2735946
FAULT-02484,balance_corruption,trans,488846,balance 27559.3 -> -27629.6
FAULT-02485,balance_corruption,trans,268476,balance 26634.8 -> -26614.0
FAULT-02486,balance_corruption,trans,629677,balance swapped with trans_id 3633955
FAULT-02487,balance_corruption,trans,3633955,balance swapped with trans_id 629677
FAULT-02488,balance_corruption,trans,214381,balance 8856.2 -> -8898.5
FAULT-02489,balance_corruption,trans,3517539,balance swapped with trans_id 56279
FAULT-02490,balance_corruption,trans,56279,balance swapped with trans_id 3517539
FAULT-02491,balance_corruption,trans,3626759,balance 24376.5 -> 365736.8
FAULT-02492,balance_corruption,trans,184600,balance 40662.9 -> 609888.3
FAULT-02493,balance_corruption,trans,339191,balance 72888.0 -> 583086.1
FAULT-02494,balance_corruption,trans,319108,balance swapped with trans_id 3637291
FAULT-02495,balance_corruption,trans,3637291,balance swapped with trans_id 319108
FAULT-02496,balance_corruption,trans,241059,balance 23749.7 -> 356199.5
FAULT-02497,balance_corruption,trans,832796,balance swapped with trans_id 3657683
FAULT-02498,balance_corruption,trans,3657683,balance swapped with trans_id 832796
FAULT-02499,balance_corruption,trans,490586,balance swapped with trans_id 418165
FAULT-02500,balance_corruption,trans,418165,balance swapped with trans_id 490586
FAULT-02501,balance_corruption,trans,833292,balance 132441.9 -> 1059550.3
FAULT-02502,balance_corruption,trans,664351,balance 34329.9 -> 274653.7
FAULT-02503,balance_corruption,trans,2061152,balance 57240.6 -> -457974.1
FAULT-02504,balance_corruption,trans,1141405,balance swapped with trans_id 725420
FAULT-02505,balance_corruption,trans,725420,balance swapped with trans_id 1141405
FAULT-02506,balance_corruption,trans,309011,balance swapped with trans_id 506464
FAULT-02507,balance_corruption,trans,506464,balance swapped with trans_id 309011
FAULT-02508,balance_corruption,trans,61887,balance 39818.1 -> 318580.6
FAULT-02509,balance_corruption,trans,3440282,balance 49387.6 -> 395001.2
FAULT-02510,balance_corruption,trans,53053,balance 83503.5 -> -83540.6
FAULT-02511,balance_corruption,trans,20400,balance 33788.8 -> -270277.8
FAULT-02512,balance_corruption,trans,996745,balance 58314.1 -> 874703.2
FAULT-02513,balance_corruption,trans,977873,balance 77385.8 -> -77328.2
FAULT-02514,balance_corruption,trans,180872,balance swapped with trans_id 84294
FAULT-02515,balance_corruption,trans,84294,balance swapped with trans_id 180872
FAULT-02516,balance_corruption,trans,29501,balance 94768.9 -> -758155.9
FAULT-02517,balance_corruption,trans,1907437,balance swapped with trans_id 1754291
FAULT-02518,balance_corruption,trans,1754291,balance swapped with trans_id 1907437
FAULT-02519,balance_corruption,trans,287877,balance swapped with trans_id 1208772
FAULT-02520,balance_corruption,trans,1208772,balance swapped with trans_id 287877
FAULT-02521,balance_corruption,trans,3479039,balance 41650.9 -> -333171.6
FAULT-02522,balance_corruption,trans,544726,balance 20156.4 -> 302417.9
FAULT-02523,balance_corruption,trans,728766,balance swapped with trans_id 1083932
FAULT-02524,balance_corruption,trans,1083932,balance swapped with trans_id 728766
FAULT-02525,balance_corruption,trans,563118,balance swapped with trans_id 3646509
FAULT-02526,balance_corruption,trans,3646509,balance swapped with trans_id 563118
FAULT-02527,balance_corruption,trans,860168,balance swapped with trans_id 3442070
FAULT-02528,balance_corruption,trans,3442070,balance swapped with trans_id 860168
FAULT-02529,balance_corruption,trans,198987,balance 33970.9 -> 271856.6
FAULT-02530,balance_corruption,trans,1126347,balance 57483.9 -> 862240.0
FAULT-02531,balance_corruption,trans,3610939,balance 49899.3 -> -399081.7
FAULT-02532,balance_corruption,trans,1752748,balance swapped with trans_id 97114
FAULT-02533,balance_corruption,trans,97114,balance swapped with trans_id 1752748
FAULT-02534,balance_corruption,trans,1038060,balance swapped with trans_id 2984322
FAULT-02535,balance_corruption,trans,2984322,balance swapped with trans_id 1038060
FAULT-02536,balance_corruption,trans,574210,balance 13619.3 -> 108983.5
FAULT-02537,balance_corruption,trans,189909,balance 14859.1 -> -118903.1
FAULT-02538,balance_corruption,trans,582879,balance swapped with trans_id 732856
FAULT-02539,balance_corruption,trans,732856,balance swapped with trans_id 582879
FAULT-02540,balance_corruption,trans,579431,balance swapped with trans_id 3613066
FAULT-02541,balance_corruption,trans,3613066,balance swapped with trans_id 579431
FAULT-02542,balance_corruption,trans,1188250,balance swapped with trans_id 315619
FAULT-02543,balance_corruption,trans,315619,balance swapped with trans_id 1188250
FAULT-02544,balance_corruption,trans,674269,balance 64077.5 -> -64070.5
FAULT-02545,balance_corruption,trans,735798,balance swapped with trans_id 3579689
FAULT-02546,balance_corruption,trans,3579689,balance swapped with trans_id 735798
FAULT-02547,balance_corruption,trans,3456955,balance 48978.1 -> 391803.1
FAULT-02548,balance_corruption,trans,527598,balance 94372.1 -> 1415554.5
FAULT-02549,balance_corruption,trans,853560,balance 37270.5 -> 558980.0
FAULT-02550,balance_corruption,trans,1130399,balance 29674.5 -> -29652.0
FAULT-02551,balance_corruption,trans,759043,balance swapped with trans_id 246697
FAULT-02552,balance_corruption,trans,246697,balance swapped with trans_id 759043
FAULT-02553,balance_corruption,trans,522504,balance 31513.7 -> 252089.4
FAULT-02554,balance_corruption,trans,186244,balance 29011.7 -> 435068.0
FAULT-02555,balance_corruption,trans,996048,balance swapped with trans_id 475510
FAULT-02556,balance_corruption,trans,475510,balance swapped with trans_id 996048
FAULT-02557,balance_corruption,trans,71385,balance 15275.8 -> 229182.3
FAULT-02558,balance_corruption,trans,1001897,balance 29606.8 -> -236835.8
FAULT-02559,balance_corruption,trans,2521969,balance 30522.0 -> -30542.1
FAULT-02560,balance_corruption,trans,3599965,balance 15796.4 -> 126354.5
FAULT-02561,balance_corruption,trans,1754619,balance swapped with trans_id 1150344
FAULT-02562,balance_corruption,trans,1150344,balance swapped with trans_id 1754619
FAULT-02563,balance_corruption,trans,3682418,balance 30100.5 -> -30062.6
FAULT-02564,balance_corruption,trans,3541780,balance 21421.7 -> 321317.5
FAULT-02565,balance_corruption,trans,288410,balance 17356.4 -> 138774.8
FAULT-02566,balance_corruption,trans,947230,balance 29327.8 -> 439865.5
FAULT-02567,balance_corruption,trans,141135,balance 91295.7 -> -730365.4
FAULT-02568,balance_corruption,trans,39993,balance 19695.6 -> 295407.1
FAULT-02569,balance_corruption,trans,247810,balance 64284.4 -> 514211.2
FAULT-02570,balance_corruption,trans,550378,balance 30919.1 -> 247395.4
FAULT-02571,balance_corruption,trans,3145294,balance 25892.8 -> 207190.3
FAULT-02572,balance_corruption,trans,2301527,balance 92800.8 -> 742417.1
FAULT-02573,balance_corruption,trans,1112654,balance 21439.9 -> -171482.1
FAULT-02574,balance_corruption,trans,1069700,balance swapped with trans_id 530599
FAULT-02575,balance_corruption,trans,530599,balance swapped with trans_id 1069700
FAULT-02576,balance_corruption,trans,2094826,balance 27112.6 -> -27130.9
FAULT-02577,balance_corruption,trans,1039010,balance 17570.7 -> 263601.4
FAULT-02578,balance_corruption,trans,110264,balance 33897.2 -> -271123.2
FAULT-02579,balance_corruption,trans,102396,balance 50358.9 -> -50357.8
FAULT-02580,balance_corruption,trans,756696,balance 78860.9 -> -630939.7
FAULT-02581,balance_corruption,trans,212547,balance 19371.0 -> -154969.3
FAULT-02582,balance_corruption,trans,3424088,balance swapped with trans_id 3574271
FAULT-02583,balance_corruption,trans,3574271,balance swapped with trans_id 3424088
FAULT-02584,balance_corruption,trans,3561846,balance swapped with trans_id 129516
FAULT-02585,balance_corruption,trans,129516,balance swapped with trans_id 3561846
FAULT-02586,balance_corruption,trans,2135627,balance 92199.8 -> 1382991.3
FAULT-02587,balance_corruption,trans,167012,balance 24337.0 -> 365128.9
FAULT-02588,balance_corruption,trans,659193,balance 28664.8 -> -229299.9
FAULT-02589,balance_corruption,trans,1180543,balance 31812.1 -> -254646.4
FAULT-02590,balance_corruption,trans,638503,balance 30504.6 -> 244026.6
FAULT-02591,balance_corruption,trans,688464,balance 54523.2 -> 817867.2
FAULT-02592,balance_corruption,trans,304456,balance 16228.1 -> 129803.3
FAULT-02593,balance_corruption,trans,848330,balance swapped with trans_id 1138751
FAULT-02594,balance_corruption,trans,1138751,balance swapped with trans_id 848330
FAULT-02595,balance_corruption,trans,1791463,balance 10763.9 -> 161389.5
FAULT-02596,balance_corruption,trans,238374,balance 19026.5 -> 285430.9
FAULT-02597,balance_corruption,trans,38122,balance 20102.8 -> -20051.2
FAULT-02598,balance_corruption,trans,1037131,balance 24498.6 -> 196032.4
FAULT-02599,balance_corruption,trans,206256,balance 19701.1 -> -157656.2
FAULT-02600,balance_corruption,trans,469628,balance swapped with trans_id 2910748
FAULT-02601,balance_corruption,trans,2910748,balance swapped with trans_id 469628
FAULT-02602,balance_corruption,trans,557289,balance 28946.0 -> -231591.0
FAULT-02603,balance_corruption,trans,3461816,balance swapped with trans_id 3640562
FAULT-02604,balance_corruption,trans,3640562,balance swapped with trans_id 3461816
FAULT-02605,balance_corruption,trans,3446967,balance swapped with trans_id 1153703
FAULT-02606,balance_corruption,trans,1153703,balance swapped with trans_id 3446967
FAULT-02607,balance_corruption,trans,3637933,balance swapped with trans_id 2722004
FAULT-02608,balance_corruption,trans,2722004,balance swapped with trans_id 3637933
FAULT-02609,balance_corruption,trans,1295312,balance 23684.0 -> -23640.4
FAULT-02610,balance_corruption,trans,3644498,balance 39784.7 -> 318313.2
FAULT-02611,balance_corruption,trans,3449382,balance 57447.0 -> 459612.1
FAULT-02612,balance_corruption,trans,669700,balance swapped with trans_id 748309
FAULT-02613,balance_corruption,trans,748309,balance swapped with trans_id 669700
FAULT-02614,balance_corruption,trans,317529,balance swapped with trans_id 320475
FAULT-02615,balance_corruption,trans,320475,balance swapped with trans_id 317529
FAULT-02616,balance_corruption,trans,680319,balance 42582.9 -> -42548.3
FAULT-02617,balance_corruption,trans,918015,balance 24765.0 -> -198125.2
FAULT-02618,balance_corruption,trans,1109350,balance 43050.9 -> -344447.3
FAULT-02619,balance_corruption,trans,139448,balance 23640.3 -> 354644.4
FAULT-02620,balance_corruption,trans,383442,balance swapped with trans_id 1273994
FAULT-02621,balance_corruption,trans,1273994,balance swapped with trans_id 383442
FAULT-02622,balance_corruption,trans,628704,balance swapped with trans_id 1001321
FAULT-02623,balance_corruption,trans,1001321,balance swapped with trans_id 628704
FAULT-02624,balance_corruption,trans,1154258,balance 45391.6 -> 363203.5
FAULT-02625,balance_corruption,trans,729843,balance 32483.2 -> -32463.7
FAULT-02626,balance_corruption,trans,340623,balance 70072.3 -> 1051096.8
FAULT-02627,balance_corruption,trans,342301,balance 36971.4 -> -295780.1
FAULT-02628,balance_corruption,trans,145618,balance 34047.1 -> 510772.8
FAULT-02629,balance_corruption,trans,548210,balance swapped with trans_id 502841
FAULT-02630,balance_corruption,trans,502841,balance swapped with trans_id 548210
FAULT-02631,balance_corruption,trans,2120505,balance 38769.5 -> 581532.7
FAULT-02632,balance_corruption,trans,835596,balance swapped with trans_id 3640773
FAULT-02633,balance_corruption,trans,3640773,balance swapped with trans_id 835596
FAULT-02634,balance_corruption,trans,3494108,balance 39959.0 -> -319612.3
FAULT-02635,balance_corruption,trans,2477552,balance swapped with trans_id 355535
FAULT-02636,balance_corruption,trans,355535,balance swapped with trans_id 2477552
FAULT-02637,balance_corruption,trans,692116,balance 24930.0 -> 199460.5
FAULT-02638,balance_corruption,trans,853056,balance 16165.1 -> -16220.0
FAULT-02639,balance_corruption,trans,3632650,balance 18494.2 -> 277394.3
FAULT-02640,balance_corruption,trans,543127,balance swapped with trans_id 282095
FAULT-02641,balance_corruption,trans,282095,balance swapped with trans_id 543127
FAULT-02642,balance_corruption,trans,3542438,balance 18182.1 -> -145492.3
FAULT-02643,balance_corruption,trans,56953,balance 29960.9 -> -239744.9
FAULT-02644,balance_corruption,trans,1316081,balance 7897.0 -> 63244.1
FAULT-02645,balance_corruption,trans,668315,balance swapped with trans_id 989768
FAULT-02646,balance_corruption,trans,989768,balance swapped with trans_id 668315
FAULT-02647,balance_corruption,trans,670343,balance 56078.7 -> -448558.1
FAULT-02648,balance_corruption,trans,10286,balance swapped with trans_id 3655404
FAULT-02649,balance_corruption,trans,3655404,balance swapped with trans_id 10286
FAULT-02650,balance_corruption,trans,29368,balance swapped with trans_id 2121824
FAULT-02651,balance_corruption,trans,2121824,balance swapped with trans_id 29368
FAULT-02652,balance_corruption,trans,3587695,balance 43522.4 -> -348194.6
FAULT-02653,balance_corruption,trans,1035499,balance 21010.0 -> 315152.4
FAULT-02654,balance_corruption,trans,1579246,balance 33199.6 -> -33158.7
FAULT-02655,balance_corruption,trans,3646215,balance 17252.2 -> 137943.8
FAULT-02656,balance_corruption,trans,746044,balance swapped with trans_id 798925
FAULT-02657,balance_corruption,trans,798925,balance swapped with trans_id 746044
FAULT-02658,balance_corruption,trans,727947,balance 25324.1 -> 202585.4
FAULT-02659,balance_corruption,trans,309476,balance 30430.6 -> 243371.3
FAULT-02660,balance_corruption,trans,306193,balance 36583.0 -> 548738.9
FAULT-02661,balance_corruption,trans,548819,balance 33005.8 -> 495023.0
FAULT-02662,balance_corruption,trans,3596726,balance 52638.2 -> -52572.5
FAULT-02663,balance_corruption,trans,846204,balance swapped with trans_id 420306
FAULT-02664,balance_corruption,trans,420306,balance swapped with trans_id 846204
FAULT-02665,balance_corruption,trans,819725,balance 77210.0 -> 1158113.6
FAULT-02666,balance_corruption,trans,486506,balance 19419.8 -> -155425.1
FAULT-02667,balance_corruption,trans,695846,balance swapped with trans_id 795666
FAULT-02668,balance_corruption,trans,795666,balance swapped with trans_id 695846
FAULT-02669,balance_corruption,trans,3292901,balance 104270.2 -> 834159.9
FAULT-02670,balance_corruption,trans,917794,balance 30616.9 -> -245012.9
FAULT-02671,balance_corruption,trans,268785,balance 18427.2 -> -18497.8
FAULT-02672,balance_corruption,trans,865522,balance 25072.9 -> -200610.4
FAULT-02673,balance_corruption,trans,1145425,balance swapped with trans_id 241030
FAULT-02674,balance_corruption,trans,241030,balance swapped with trans_id 1145425
FAULT-02675,balance_corruption,trans,1014820,balance swapped with trans_id 1021456
FAULT-02676,balance_corruption,trans,1021456,balance swapped with trans_id 1014820
FAULT-02677,balance_corruption,trans,471051,balance 51368.0 -> 410939.1
FAULT-02678,balance_corruption,trans,1141229,balance 36451.8 -> 291654.8
FAULT-02679,balance_corruption,trans,3577489,balance 50385.2 -> -403198.8
FAULT-02680,balance_corruption,trans,1466436,balance 13200.0 -> 198087.2
FAULT-02681,balance_corruption,trans,2841220,balance swapped with trans_id 3438347
FAULT-02682,balance_corruption,trans,3438347,balance swapped with trans_id 2841220
FAULT-02683,balance_corruption,trans,3573711,balance 37751.4 -> -37693.9
FAULT-02684,balance_corruption,trans,2472497,balance swapped with trans_id 416368
FAULT-02685,balance_corruption,trans,416368,balance swapped with trans_id 2472497
FAULT-02686,balance_corruption,trans,119276,balance swapped with trans_id 3650616
FAULT-02687,balance_corruption,trans,3650616,balance swapped with trans_id 119276
FAULT-02688,balance_corruption,trans,3459703,balance 16361.5 -> 130865.9
FAULT-02689,balance_corruption,trans,783980,balance 26279.8 -> -210207.0
FAULT-02690,balance_corruption,trans,2893315,balance 37228.3 -> -37190.7
FAULT-02691,balance_corruption,trans,616373,balance 23468.0 -> -23470.6
FAULT-02692,balance_corruption,trans,169063,balance 34192.6 -> 512894.9
FAULT-02693,balance_corruption,trans,603043,balance 32353.0 -> -32413.4
FAULT-02694,balance_corruption,trans,3213651,balance swapped with trans_id 3616806
FAULT-02695,balance_corruption,trans,3616806,balance swapped with trans_id 3213651
FAULT-02696,balance_corruption,trans,258782,balance swapped with trans_id 563097
FAULT-02697,balance_corruption,trans,563097,balance swapped with trans_id 258782
FAULT-02698,balance_corruption,trans,391371,balance 27435.1 -> 411570.3
FAULT-02699,balance_corruption,trans,279919,balance 29142.1 -> 233129.5
FAULT-02700,balance_corruption,trans,883798,balance 17761.4 -> 266445.1
FAULT-02701,balance_corruption,trans,325306,balance 29334.0 -> -29292.8
FAULT-02702,balance_corruption,trans,2590023,balance 45403.0 -> 681018.1
FAULT-02703,balance_corruption,trans,1032919,balance 27937.8 -> 223582.6
FAULT-02704,balance_corruption,trans,135068,balance 42139.7 -> 337132.5
FAULT-02705,balance_corruption,trans,384195,balance 34039.3 -> 272318.2
FAULT-02706,balance_corruption,trans,141204,balance 46980.1 -> -375815.1
FAULT-02707,balance_corruption,trans,374427,balance 29872.7 -> -238999.8
FAULT-02708,balance_corruption,trans,2308001,balance 38063.2 -> -38041.4
FAULT-02709,balance_corruption,trans,3454220,balance 33404.7 -> 501020.1
FAULT-02710,balance_corruption,trans,16563,balance 57316.8 -> -458640.1
FAULT-02711,balance_corruption,trans,963400,balance 25355.8 -> 202786.5
FAULT-02712,balance_corruption,trans,3461684,balance 5997.4 -> -5986.4
FAULT-02713,balance_corruption,trans,791057,balance 27414.3 -> -27443.1
FAULT-02714,balance_corruption,trans,768192,balance 33314.8 -> 499754.5
